FID,Trans_Type,Purchase_T,City,SIG,EMD,Street_No,Main_No,Sub_No,Complex_Na,Lease_L__R,Road_Type,Area_㎡_,Land_Area_,Floor,Contract_Y,Contract_M,Contract_D,Price_1000,Deposit_10,Rent_10000,Constructe,Street_Add,Compiled_A,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호
24258,연립다세대,매매,부산광역시,중구,대청동4가,81-33,0081,0033,대청부성빌라A동, , ,46.43,14.99,3,2011,12,30,4500, , ,2002,중구로75번안길 3-2,부산광역시 중구 대청동4가 중구로75번안길 3-2,부산광역시 중구 대청동4가 중구로75번안길 3-2,384808,180295,정좌표,2611011900100810033,새주소,부산광역시 중구 중구로75번안길 3-2,부산광역시 중구 대청동4가 81-33,48968
24259,연립다세대,매매,부산광역시,중구,대청동4가,81-59,0081,0059,대청힐빌리지3동, , ,55.65,22.75,1,2011,2,18,8050, , ,2002,중구로75번안길 7-1,부산광역시 중구 대청동4가 중구로75번안길 7-1,부산광역시 중구 대청동4가 중구로75번안길 7-1,384854,180316,정좌표,2611011900100810059,새주소,부산광역시 중구 중구로75번안길 7-1,부산광역시 중구 대청동4가 81-59,48968
24260,연립다세대,매매,부산광역시,중구,대청동4가,81-59,0081,0059,대청힐빌리지3동, , ,57.96,23.69,3,2011,10,7,7700, , ,2002,중구로75번안길 7-1,부산광역시 중구 대청동4가 중구로75번안길 7-1,부산광역시 중구 대청동4가 중구로75번안길 7-1,384854,180316,정좌표,2611011900100810059,새주소,부산광역시 중구 중구로75번안길 7-1,부산광역시 중구 대청동4가 81-59,48968
24261,연립다세대,매매,부산광역시,중구,대청동4가,81-59,0081,0059,대청힐빌리지3동, , ,44.22,18.08,1,2011,12,1,3500, , ,2002,중구로75번안길 7-1,부산광역시 중구 대청동4가 중구로75번안길 7-1,부산광역시 중구 대청동4가 중구로75번안길 7-1,384854,180316,정좌표,2611011900100810059,새주소,부산광역시 중구 중구로75번안길 7-1,부산광역시 중구 대청동4가 81-59,48968
24274,연립다세대,매매,부산광역시,중구,대청동4가,75-202,0075,0202,영광주택, , ,57.46,27.46,3,2011,3,15,4600, , ,1995,대청북길 5-1,부산광역시 중구 대청동4가 대청북길 5-1,부산광역시 중구 대청동4가 대청북길 5-1,384834,180350,정좌표,2611011900100750202,새주소,부산광역시 중구 대청북길 5-1,부산광역시 중구 대청동4가 75-202,48969
24280,연립다세대,매매,부산광역시,중구,대청동4가,81-66,0081,0066,좋은이웃, , ,59.58,45.48,4,2011,7,15,9200, , ,2002,중구로75번안길 5,부산광역시 중구 대청동4가 중구로75번안길 5,부산광역시 중구 대청동4가 중구로75번안길 5,384818,180296,정좌표,2611011900100810066,새주소,부산광역시 중구 중구로75번안길 5,부산광역시 중구 대청동4가 81-66,48968
24293,연립다세대,매매,부산광역시,중구,대청동4가,75-191,0075,0191,화목주택, , ,54.08,22.7,2,2011,4,5,7000, , ,1996,대청북길 9-1,부산광역시 중구 대청동4가 대청북길 9-1,부산광역시 중구 대청동4가 대청북길 9-1,384840,180362,정좌표,2611011900100750195,새주소,부산광역시 중구 대청북길 9-1,부산광역시 중구 대청동4가 75-195,48969
24345,연립다세대,매매,부산광역시,중구,보수동1가,59-15,0059,0015,(59-15), , ,40.825,12.38,2,2011,3,2,3100, , ,1995,법수길 40,부산광역시 중구 보수동1가 법수길 40,부산광역시 중구 보수동1가 법수길 40,384633,180386,정좌표,2611012000100590015,새주소,부산광역시 중구 법수길 40,부산광역시 중구 보수동1가 59-15,48961
24346,연립다세대,매매,부산광역시,중구,보수동1가,59-188,0059,0188,(59-188), , ,35.1,11.45,2,2011,9,19,3700, , ,1999,보동길 29,부산광역시 중구 보수동1가 보동길 29,부산광역시 중구 보수동1가 보동길 29,384708,180346,정좌표,2611012000100590188,새주소,부산광역시 중구 보동길 29,부산광역시 중구 보수동1가 59-188,48961
24350,연립다세대,매매,부산광역시,중구,보수동1가,41-304,0041,0304,경선빌라B동, , ,38.94,17.66,2,2011,8,12,3600, , ,2003,망양로286번길 4,부산광역시 중구 보수동1가 망양로286번길 4,부산광역시 중구 보수동1가 망양로286번길 4,384653,180480,정좌표,2611012000100410304,새주소,부산광역시 중구 망양로286번길 4,부산광역시 중구 보수동1가 41-304,48960
24351,연립다세대,매매,부산광역시,중구,보수동1가,59-226,0059,0226,경원빌라, , ,57.74,22.23,2,2011,6,11,8500, , ,1999,법수길 32-16,부산광역시 중구 보수동1가 법수길 32-16,부산광역시 중구 보수동1가 법수길 32-16,384660,180375,정좌표,2611012000100590226,새주소,부산광역시 중구 법수길 32-16,부산광역시 중구 보수동1가 59-226,48961
24353,연립다세대,매매,부산광역시,중구,보수동1가,59-231,0059,0231,대동빌라, , ,39.3,17.85,1,2011,5,27,2300, , ,2000,보동길44번길 4-5,부산광역시 중구 보수동1가 보동길44번길 4-5,부산광역시 중구 보수동1가 보동길44번길 4-5,384699,180396,정좌표,2611012000100590231,새주소,부산광역시 중구 보동길44번길 4-5,부산광역시 중구 보수동1가 59-231,48960
24354,연립다세대,매매,부산광역시,중구,보수동1가,59-231,0059,0231,대동빌라, , ,39.3,17.85,1,2011,6,17,4500, , ,2000,보동길44번길 4-5,부산광역시 중구 보수동1가 보동길44번길 4-5,부산광역시 중구 보수동1가 보동길44번길 4-5,384699,180396,정좌표,2611012000100590231,새주소,부산광역시 중구 보동길44번길 4-5,부산광역시 중구 보수동1가 59-231,48960
24359,연립다세대,매매,부산광역시,중구,보수동1가,41-159,0041,0159,대진빌라, , ,48.17,15.13,4,2011,4,4,5600, , ,1997,보동길84번길 1,부산광역시 중구 보수동1가 보동길84번길 1,부산광역시 중구 보수동1가 보동길84번길 1,384620,180601,정좌표,2611012000100410159,새주소,부산광역시 중구 보동길84번길 1,부산광역시 중구 보수동1가 41-159,48960
24361,연립다세대,매매,부산광역시,중구,보수동1가,59-225,0059,0225,동구빌라, , ,59.95,19.1,5,2011,12,10,10000, , ,2001,보동길26번길 1,부산광역시 중구 보수동1가 보동길26번길 1,부산광역시 중구 보수동1가 보동길26번길 1,384729,180342,정좌표,2611012000100590225,새주소,부산광역시 중구 보동길26번길 1,부산광역시 중구 보수동1가 59-225,48960
24365,연립다세대,매매,부산광역시,중구,보수동1가,41-1358,0041,1358,동신주택, , ,53.47,22.23,2,2011,3,18,6250, , ,1996,보동길 90,부산광역시 중구 보수동1가 보동길 90,부산광역시 중구 보수동1가 보동길 90,384613,180621,정좌표,2611012000100411358,새주소,부산광역시 중구 보동길 90,부산광역시 중구 보수동1가 41-1358,48960
24368,연립다세대,매매,부산광역시,중구,보수동1가,59-120,0059,0120,미래빌라, , ,41.45,18.2,4,2011,1,29,5000, , ,1997,법수길50번길 8-3,부산광역시 중구 보수동1가 법수길50번길 8-3,부산광역시 중구 보수동1가 법수길50번길 8-3,384639,180420,정좌표,2611012000100590120,새주소,부산광역시 중구 법수길50번길 8-3,부산광역시 중구 보수동1가 59-120,48961
24369,연립다세대,매매,부산광역시,중구,보수동1가,59-120,0059,0120,미래빌라, , ,41.45,18.2,4,2011,4,20,5300, , ,1997,법수길50번길 8-3,부산광역시 중구 보수동1가 법수길50번길 8-3,부산광역시 중구 보수동1가 법수길50번길 8-3,384639,180420,정좌표,2611012000100590120,새주소,부산광역시 중구 법수길50번길 8-3,부산광역시 중구 보수동1가 59-120,48961
24370,연립다세대,매매,부산광역시,중구,보수동1가,59-120,0059,0120,미래빌라, , ,41.45,18.2,2,2011,7,19,4850, , ,1997,법수길50번길 8-3,부산광역시 중구 보수동1가 법수길50번길 8-3,부산광역시 중구 보수동1가 법수길50번길 8-3,384639,180420,정좌표,2611012000100590120,새주소,부산광역시 중구 법수길50번길 8-3,부산광역시 중구 보수동1가 59-120,48961
24376,연립다세대,매매,부산광역시,중구,보수동1가,41-439,0041,0439,보영빌라, , ,46.2,16.45,3,2011,7,13,6000, , ,1996,흑교로78번안길 47,부산광역시 중구 보수동1가 흑교로78번안길 47,부산광역시 중구 보수동1가 흑교로78번안길 47,384610,180633,정좌표,2611012000100410439,새주소,부산광역시 중구 흑교로78번안길 47,부산광역시 중구 보수동1가 41-439,48960
24377,연립다세대,매매,부산광역시,중구,보수동1가,41-439,0041,0439,보영빌라, , ,23.47,8.35,3,2011,7,13,2000, , ,1996,흑교로78번안길 47,부산광역시 중구 보수동1가 흑교로78번안길 47,부산광역시 중구 보수동1가 흑교로78번안길 47,384610,180633,정좌표,2611012000100410439,새주소,부산광역시 중구 흑교로78번안길 47,부산광역시 중구 보수동1가 41-439,48960
24378,연립다세대,매매,부산광역시,중구,보수동1가,41-439,0041,0439,보영빌라, , ,23.47,8.35,4,2011,8,22,3000, , ,1996,흑교로78번안길 47,부산광역시 중구 보수동1가 흑교로78번안길 47,부산광역시 중구 보수동1가 흑교로78번안길 47,384610,180633,정좌표,2611012000100410439,새주소,부산광역시 중구 흑교로78번안길 47,부산광역시 중구 보수동1가 41-439,48960
24379,연립다세대,매매,부산광역시,중구,보수동1가,41-439,0041,0439,보영빌라, , ,46.2,16.45,4,2011,8,22,6000, , ,1996,흑교로78번안길 47,부산광역시 중구 보수동1가 흑교로78번안길 47,부산광역시 중구 보수동1가 흑교로78번안길 47,384610,180633,정좌표,2611012000100410439,새주소,부산광역시 중구 흑교로78번안길 47,부산광역시 중구 보수동1가 41-439,48960
24380,연립다세대,매매,부산광역시,중구,보수동1가,41-439,0041,0439,보영빌라, , ,23.47,8.35,1,2011,8,27,3500, , ,1996,흑교로78번안길 47,부산광역시 중구 보수동1가 흑교로78번안길 47,부산광역시 중구 보수동1가 흑교로78번안길 47,384610,180633,정좌표,2611012000100410439,새주소,부산광역시 중구 흑교로78번안길 47,부산광역시 중구 보수동1가 41-439,48960
24381,연립다세대,매매,부산광역시,중구,보수동1가,41-439,0041,0439,보영빌라, , ,46.2,16.45,1,2011,8,27,5100, , ,1996,흑교로78번안길 47,부산광역시 중구 보수동1가 흑교로78번안길 47,부산광역시 중구 보수동1가 흑교로78번안길 47,384610,180633,정좌표,2611012000100410439,새주소,부산광역시 중구 흑교로78번안길 47,부산광역시 중구 보수동1가 41-439,48960
24383,연립다세대,매매,부산광역시,중구,보수동1가,33-42,0033,0042,삼덕빌라, , ,47.56,16.12,2,2011,1,6,4700, , ,1996,보수북길 46,부산광역시 중구 보수동1가 보수북길 46,부산광역시 중구 보수동1가 보수북길 46,384561,180611,정좌표,2611012000100330042,새주소,부산광역시 중구 보수북길 46,부산광역시 중구 보수동1가 33-42,48959
24384,연립다세대,매매,부산광역시,중구,보수동1가,33-42,0033,0042,삼덕빌라, , ,38.34,13.21,3,2011,4,25,3500, , ,1996,보수북길 46,부산광역시 중구 보수동1가 보수북길 46,부산광역시 중구 보수동1가 보수북길 46,384561,180611,정좌표,2611012000100330042,새주소,부산광역시 중구 보수북길 46,부산광역시 중구 보수동1가 33-42,48959
24385,연립다세대,매매,부산광역시,중구,보수동1가,33-42,0033,0042,삼덕빌라, , ,38.34,13.21,4,2011,4,27,2800, , ,1996,보수북길 46,부산광역시 중구 보수동1가 보수북길 46,부산광역시 중구 보수동1가 보수북길 46,384561,180611,정좌표,2611012000100330042,새주소,부산광역시 중구 보수북길 46,부산광역시 중구 보수동1가 33-42,48959
24386,연립다세대,매매,부산광역시,중구,보수동1가,41-260,0041,0260,삼승빌라, , ,50.09,16.12,3,2011,12,20,5200, , ,1997,흑교로78번안길 48,부산광역시 중구 보수동1가 흑교로78번안길 48,부산광역시 중구 보수동1가 흑교로78번안길 48,384593,180634,정좌표,2611012000100410260,새주소,부산광역시 중구 흑교로78번안길 48,부산광역시 중구 보수동1가 41-260,48959
24387,연립다세대,매매,부산광역시,중구,보수동1가,59-10,0059,0010,서광B동, , ,40.88,15.64,2,2011,5,17,6700, , ,2008,보동길 51,부산광역시 중구 보수동1가 보동길 51,부산광역시 중구 보수동1가 보동길 51,384642,180434,정좌표,2611012000100590010,새주소,부산광역시 중구 보동길 51,부산광역시 중구 보수동1가 59-10,48961
24388,연립다세대,매매,부산광역시,중구,보수동1가,59-10,0059,0010,서광B동, , ,45.37,17.36,4,2011,9,8,8600, , ,2008,보동길 51,부산광역시 중구 보수동1가 보동길 51,부산광역시 중구 보수동1가 보동길 51,384642,180434,정좌표,2611012000100590010,새주소,부산광역시 중구 보동길 51,부산광역시 중구 보수동1가 59-10,48961
24389,연립다세대,매매,부산광역시,중구,보수동1가,41-448,0041,0448,성일빌라, , ,58.26,18.78,1,2011,8,10,6450, , ,1997,흑교로78번안길 45,부산광역시 중구 보수동1가 흑교로78번안길 45,부산광역시 중구 보수동1가 흑교로78번안길 45,384601,180647,정좌표,2611012000100410448,새주소,부산광역시 중구 흑교로78번안길 45,부산광역시 중구 보수동1가 41-448,48960
24390,연립다세대,매매,부산광역시,중구,보수동1가,41-448,0041,0448,성일빌라, , ,58.26,18.78,1,2011,10,18,7400, , ,1997,흑교로78번안길 45,부산광역시 중구 보수동1가 흑교로78번안길 45,부산광역시 중구 보수동1가 흑교로78번안길 45,384601,180647,정좌표,2611012000100410448,새주소,부산광역시 중구 흑교로78번안길 45,부산광역시 중구 보수동1가 41-448,48960
24391,연립다세대,매매,부산광역시,중구,보수동1가,41-69,0041,0069,수복빌라, , ,57.04,21.75,5,2011,3,26,7000, , ,1997,흑교로78번안길 38,부산광역시 중구 보수동1가 흑교로78번안길 38,부산광역시 중구 보수동1가 흑교로78번안길 38,384582,180605,정좌표,2611012000100410069,새주소,부산광역시 중구 흑교로78번안길 38,부산광역시 중구 보수동1가 41-69,48959
24394,연립다세대,매매,부산광역시,중구,보수동1가,33-71,0033,0071,시온빌라, , ,49.7,15.96,1,2011,9,17,4350, , ,1996,흑교로78번안길 33-1,부산광역시 중구 보수동1가 흑교로78번안길 33-1,부산광역시 중구 보수동1가 흑교로78번안길 33-1,384567,180591,정좌표,2611012000100330071,새주소,부산광역시 중구 흑교로78번안길 33-1,부산광역시 중구 보수동1가 33-71,48959
24395,연립다세대,매매,부산광역시,중구,보수동1가,41-211,0041,0211,신라빌라, , ,55.59,14.34,5,2011,1,8,6200, , ,1998,보동길 79,부산광역시 중구 보수동1가 보동길 79,부산광역시 중구 보수동1가 보동길 79,384605,180562,정좌표,2611012000100410438,새주소,부산광역시 중구 보동길 79,부산광역시 중구 보수동1가 41-438,48959
